UserId,Tweet_Url,Date-Time,LIkes,Comments,Retweets,,Tweets
(stolen from tay)"
@wylieesofia,https://twitter.com/wylieesofia/status/1724197032791851109,Nov-14,1,5,GIF,699,name a movie you’ve seen more than 7 times with a gif
·,https://twitter.com/wylieesofia/status/1724195833048940546,Nov-14,,,,,
·,https://twitter.com/wylieesofia/status/1724195836404392203,Nov-14,,,,,
@wylieesofia,https://twitter.com/wylieesofia/status/1724202753847636148,Nov-14,1,27,,419,SOFIAA MY QUEEN
@wylieesofia,https://twitter.com/wylieesofia/status/1724197032791851109,Nov-14,1,5,GIF,699,name a movie you’ve seen more than 7 times with a gif
@wylieesofia,https://twitter.com/wylieesofia/status/1724196240231993358,Nov-14,3,,,163,"ppl like this are not her fans cause if you’re really her fan, you would respect her privacy. super weird behavior. like so what that her bf just happens to go to the same school as you? you don’t have to post a fucking tiktok about it. RESPECT OTHER PPLS PRIVACY."
@wylieesofia,https://twitter.com/wylieesofia/status/1724188676916117863,Nov-14,6,,,297,the real endgame
@wylieesofia,https://twitter.com/wylieesofia/status/1724188381511348538,Nov-14,4,4,,2.5K,quote this with your first 6 songs on repeat
@wylieesofia,https://twitter.com/wylieesofia/status/1724144862591693163,Nov-14,1,79,,791,CUTIES
@wylieesofia,https://twitter.com/wylieesofia/status/1724188676916117863,Nov-14,6,,,297,the real endgame
@wylieesofia,https://twitter.com/wylieesofia/status/1724090451500703814,Nov-13,2,60,,728,i love them so much
@wylieesofia,https://twitter.com/wylieesofia/status/1724089812603330809,Nov-13,3,12,37,6.7K,show us your lockscreen or 7 years of bad luck
@wylieesofia,https://twitter.com/wylieesofia/status/1724188676916117863,Nov-14,6,,,297,the real endgame
@wylieesofia,https://twitter.com/wylieesofia/status/1724089565068071348,Nov-13,3,93,,934,STOP MY HEART CAN’T TAKE THIS RIGHT NOW
@wylieesofia,https://twitter.com/wylieesofia/status/1724072165723472272,Nov-13,31,,,355,it can’t be saysojover i won’t allow it
@wylieesofia,https://twitter.com/wylieesofia/status/1724064438515351604,Nov-13,1,1,1,894,so slay
@wylieesofia,https://twitter.com/wylieesofia/status/1724055585069449266,Nov-13,2,2,46,1.5K,this is so fucked up like she keeps that relationship private FOR A REASON so why can’t some ppl respect that and treat her like a human being and leave her alone. just because she’s a celebrity doesn’t mean that u get to treat her however the hell u want.
@wylieesofia,https://twitter.com/wylieesofia/status/1724051984540455235,Nov-13,1,32,,470,NO HAT WE WON
@wylieesofia,https://twitter.com/wylieesofia/status/1717905995056238636,Oct-27,1,1,@wylieesofia,162,new layout
@wylieesofia,https://twitter.com/wylieesofia/status/1724048121812885861,Nov-13,1,4,69,857,i don’t think i’ll ever move on from this
@wylieesofia,https://twitter.com/wylieesofia/status/1724051984540455235,Nov-13,1,32,,470,NO HAT WE WON
@wylieesofia,https://twitter.com/wylieesofia/status/1724030256799945042,Nov-13,21,229,,2.2K,“she’s like a little sister to me”
@wylieesofia,https://twitter.com/wylieesofia/status/1723973703241711906,Nov-13,11,,,249,he’s so
@wylieesofia,https://twitter.com/wylieesofia/status/1724051984540455235,Nov-13,1,32,,470,NO HAT WE WON
@wylieesofia,https://twitter.com/wylieesofia/status/1723973158422905125,Nov-13,3,31,,478,HELLOO!?!?
@wylieesofia,https://twitter.com/wylieesofia/status/1723972854234988556,Nov-13,2,,,154,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1723860765055013359,Nov-13,2,2,17,493,i’m gonna go cry myself to sleep now goodnight again <3 if sofia posts while i’m asleep i will lose my shit
@wylieesofia,https://twitter.com/wylieesofia/status/1723973703241711906,Nov-13,11,,,249,he’s so
@wylieesofia,https://twitter.com/wylieesofia/status/1723972854234988556,Nov-13,2,,,154,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1723860076933341627,Nov-13,12,64,,955,family over the years
@wylieesofia,https://twitter.com/wylieesofia/status/1723859026843152539,Nov-13,20,,,266,POOKIE BABIES
@wylieesofia,https://twitter.com/wylieesofia/status/1723858429481996489,Nov-13,16,,,282,saylor is the luckiest person in the whole universe
@wylieesofia,https://twitter.com/wylieesofia/status/1723972854234988556,Nov-13,2,,,154,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1723854726402359768,Nov-13,7,55,,774,WHATS HIS PROBLEM
@wylieesofia,https://twitter.com/wylieesofia/status/1723854134581866587,Nov-13,10,,,235,THEY WERE SO TINY
@wylieesofia,https://twitter.com/wylieesofia/status/1723853901927964981,Nov-13,2,25,324,2.8K,SHUT UP JOSH LOOKS SO GOOD
@wylieesofia,https://twitter.com/wylieesofia/status/1723853128192115161,Nov-13,3,24,,392,
@wylieesofia,https://twitter.com/wylieesofia/status/1723851117925130674,Nov-13,39,163,,2.1K,i’m crying so much that i can’t breathe they mean the world to me
@wylieesofia,https://twitter.com/wylieesofia/status/1723849254521676039,Nov-13,3,30,,386,i’m crying they mean everything to me
@wylieesofia,https://twitter.com/wylieesofia/status/1723848553133441388,Nov-13,28,,,336,the most cutest and precious friendship i have ever seen
@wylieesofia,https://twitter.com/wylieesofia/status/1723846306601263462,Nov-13,13,,,311,crying over saysojo i can’t do this like physically can’t stop crying someone help me
@wylieesofia,https://twitter.com/wylieesofia/status/1723842875333431710,Nov-13,29,123,,1.3K,the holy trinity
@wylieesofia,https://twitter.com/wylieesofia/status/1723841937789145178,Nov-13,12,104,,854,everyone say thank you saylor
@wylieesofia,https://twitter.com/wylieesofia/status/1723839777189896405,Nov-13,18,,,283,saysojo came home i had to
@wylieesofia,https://twitter.com/wylieesofia/status/1723838353777254865,Nov-13,1,14,220,2.5K,never wanted to be saylor more in my life
@wylieesofia,https://twitter.com/wylieesofia/status/1723838186692972904,Nov-13,1,39,,552,i’m crying
@wylieesofia,https://twitter.com/wylieesofia/status/1723838070779208058,Nov-13,3,61,,505,SAYJO I LOVE THEM SO MUCH
@wylieesofia,https://twitter.com/wylieesofia/status/1723837744105812088,Nov-13,3,74,,1.1K,SAYSOJO MY BABIES AH MY HEART
@wylieesofia,https://twitter.com/wylieesofia/status/1723834147498598412,Nov-13,2,27,,541,goodnight <3
@wylieesofia,https://twitter.com/wylieesofia/status/1723827276859535456,Nov-13,19,,,303,SHES SO POOKIE I LOVE HER SO MUCH
@wylieesofia,https://twitter.com/wylieesofia/status/1723827276859535456,Nov-13,19,,,303,SHES SO POOKIE I LOVE HER SO MUCH
@wylieesofia,https://twitter.com/wylieesofia/status/1723809430225981547,Nov-13,4,38,,470,that’s family i’m sobbing
@wylieesofia,https://twitter.com/wylieesofia/status/1723802582236213601,Nov-13,16,,,564,my family forever i love them so much
@wylieesofia,https://twitter.com/wylieesofia/status/1723802390166388894,Nov-13,5,36,,568,HES THREE APPLES TALL
@wylieesofia,https://twitter.com/wylieesofia/status/1723801876435440054,Nov-13,6,52,,992,josh & sofia with mark
@wylieesofia,https://twitter.com/wylieesofia/status/1723801641638310223,Nov-13,12,,,176,MY GIRLSS
@wylieesofia,https://twitter.com/wylieesofia/status/1723801538194272515,Nov-13,4,82,,697,they know they ate
@wylieesofia,https://twitter.com/wylieesofia/status/1723801364587851893,Nov-13,52,,,435,STOP IM GONNA CRY
@wylieesofia,https://twitter.com/wylieesofia/status/1723801214108741714,Nov-13,1,3,159,1.3K,JOSH IS SO CUTE
@wylieesofia,https://twitter.com/wylieesofia/status/1723784990800953437,Nov-13,3,23,,412,they’ve come so far
@wylieesofia,https://twitter.com/wylieesofia/status/1723784990800953437,Nov-13,3,23,,412,they’ve come so far
@wylieesofia,https://twitter.com/wylieesofia/status/1723780345990983785,Nov-13,1,53,,553,STOP I AM NOT STRONG ENOUGH FOR THIS
@wylieesofia,https://twitter.com/wylieesofia/status/1723780072924959096,Nov-13,1,1,26,1K,well now u have. ur welcome
@wylieesofia,https://twitter.com/wylieesofia/status/1723779295485579401,Nov-13,42,,,323,SAYSOJO MY BABIES
@wylieesofia,https://twitter.com/wylieesofia/status/1723776768673280427,Nov-13,33,,,352,they were such babies back then
@wylieesofia,https://twitter.com/wylieesofia/status/1723775883016573097,Nov-13,2,10,154,1.4K,MY BABIES
@wylieesofia,https://twitter.com/wylieesofia/status/1723775438651072995,Nov-13,4,47,,838,sofia might post her photo dump today i’m gonna cry
@wylieesofia,https://twitter.com/wylieesofia/status/1723775280857141730,Nov-13,3,42,,427,MY PEOPLE IM GONNA CRYY
@wylieesofia,https://twitter.com/wylieesofia/status/1723772550566588660,Nov-13,36,,,317,SO ADORABLE
@wylieesofia,https://twitter.com/wylieesofia/status/1723771361712120004,Nov-13,2,40,,491,THIS IS ADORABLE
@wylieesofia,https://twitter.com/wylieesofia/status/1723759431677038803,Nov-12,30,,,348,my goofy girl
@wylieesofia,https://twitter.com/wylieesofia/status/1723758987676467230,Nov-12,2,13,119,1.2K,they were so tiny i’m gonna cry
@wylieesofia,https://twitter.com/wylieesofia/status/1723758593336398183,Nov-12,1,40,,426,FAMILYY
@wylieesofia,https://twitter.com/wylieesofia/status/1723638284482449668,Nov-12,2,1,92,1.1K,not the oh again
@wylieesofia,https://twitter.com/wylieesofia/status/1723637856168554787,Nov-12,2,,,211,they’re so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1723771361712120004,Nov-13,2,40,,491,THIS IS ADORABLE
@wylieesofia,https://twitter.com/wylieesofia/status/1723636163196391738,Nov-12,2,6,76,1.1K,THIS IS SO UNSERIOUS LIKE WHAT ARE THEY EVEN DOING
@wylieesofia,https://twitter.com/wylieesofia/status/1723637856168554787,Nov-12,2,,,211,they’re so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1723636163196391738,Nov-12,2,6,76,1.1K,THIS IS SO UNSERIOUS LIKE WHAT ARE THEY EVEN DOING
@wylieesofia,https://twitter.com/wylieesofia/status/1723622173019955390,Nov-12,3,2,65,1K,matt in the background i’m crying
@wylieesofia,https://twitter.com/wylieesofia/status/1723599479306125399,Nov-12,19,,,543,SOFIA ACTIVE ERA
@wylieesofia,https://twitter.com/wylieesofia/status/1723598846599577666,Nov-12,1,3,14,1.5K,"no cheating, what’s the first 4 pictures of your pinterest homepage?"
@wylieesofia,https://twitter.com/wylieesofia/status/1723598299314143419,Nov-12,1,33,,380,my queens
@wylieesofia,https://twitter.com/wylieesofia/status/1723598154568790442,Nov-12,10,,,235,STOP IM OBSESSED
@wylieesofia,https://twitter.com/wylieesofia/status/1723622173019955390,Nov-12,3,2,65,1K,matt in the background i’m crying
@wylieesofia,https://twitter.com/wylieesofia/status/1723598154568790442,Nov-12,10,,,235,STOP IM OBSESSED
@wylieesofia,https://twitter.com/wylieesofia/status/1723597952432607364,Nov-12,1,39,,414,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1723468922639270125,Nov-12,4,1,38,1K,goodnight <3 sorry for being inactive today i just had a bad day so i wasn’t in the mood
@wylieesofia,https://twitter.com/wylieesofia/status/1723468239299031299,Nov-12,9,10,,1.6K,"emily 
ana 
tay 
anne 
lara 
michelle 
ser 
isha 
liza 
mel 
alaina 
georgia 
jack 
eve 
el
dee"
@wylieesofia,https://twitter.com/wylieesofia/status/1723434619620487623,Nov-12,12,81,,1.1K,no one does it like her
@wylieesofia,https://twitter.com/wylieesofia/status/1723598154568790442,Nov-12,10,,,235,STOP IM OBSESSED
@wylieesofia,https://twitter.com/wylieesofia/status/1723597952432607364,Nov-12,1,39,,414,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1723468922639270125,Nov-12,4,1,38,1K,goodnight <3 sorry for being inactive today i just had a bad day so i wasn’t in the mood
@wylieesofia,https://twitter.com/wylieesofia/status/1723434211716071524,Nov-12,1,17,,331,STAR
@wylieesofia,https://twitter.com/wylieesofia/status/1723430617533001916,Nov-12,1,55,225,5.4K,
@wylieesofia,https://twitter.com/wylieesofia/status/1723382533537022291,Nov-11,24,133,,1.8K,my favorite girl <3
@Wyliesdestiny,https://twitter.com/Wyliesdestiny/status/1723345863970353363,Nov-11,61,313,,12K,Sofia is Sofia. She's not the “Black Olivia Rodrigo” she's not “The next Zendaya” she's not an “Alicia Keys look-alike” she's Sofia. Please keep that in mind.
@wylieesofia,https://twitter.com/wylieesofia/status/1723371400663118040,Nov-11,2,1,22,716,they mean everything to me like you don’t get it they’re so excellent i could talk about this scene for hours
@wylieesofia,https://twitter.com/wylieesofia/status/1723430617533001916,Nov-12,1,55,225,5.4K,
@wylieesofia,https://twitter.com/wylieesofia/status/1723382533537022291,Nov-11,24,133,,1.8K,my favorite girl <3
@wylieesofia,https://twitter.com/wylieesofia/status/1723270058112102739,Nov-11,1,5,57,838,goodmorning <3
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1723129677374452034,Nov-11,22,48,135,5.8K,: cinnamon girl
@fruityfina_8907,https://twitter.com/fruityfina_8907/status/1723171362427347103,Nov-11,10,71,328,9.7K,"""we stayed up til 3 am working on that. not a big deal. my idea."" - ricky

rina week prompt 6 - domestic"
@wylieesofia,https://twitter.com/wylieesofia/status/1723115874788184077,Nov-11,3,9,166,2.1K,goodnight <3 if sofia posts her photo dump while i’m asleep i will seriously jump off something high
@wylieesofia,https://twitter.com/wylieesofia/status/1723109098994929894,Nov-11,19,,,654,STOP THAT IS SO CUTE
@wylieesofia,https://twitter.com/wylieesofia/status/1723100051633787227,Nov-11,1,32,,598,i’m obsessed with this duo
@wylieesofia,https://twitter.com/wylieesofia/status/1723100051633787227,Nov-11,1,32,,598,i’m obsessed with this duo
@wylieesofia,https://twitter.com/wylieesofia/status/1723088530962788829,Nov-11,6,114,,1.2K,they’re both so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1723087795105772022,Nov-11,1,43,,577,JOSHYY BABY
@wylieesofia,https://twitter.com/wylieesofia/status/1723086421248888914,Nov-11,12,,,313,try not to say family challenge failed
@wylieesofia,https://twitter.com/wylieesofia/status/1723085690462666831,Nov-11,5,50,,645,STOP IM OBSESSED WITH THEM
@wylieesofia,https://twitter.com/wylieesofia/status/1723085480550404472,Nov-11,1,30,,451,cuties!
@wylieesofia,https://twitter.com/wylieesofia/status/1723085301176738055,Nov-11,21,,,283,FAMILYY
@wylieesofia,https://twitter.com/wylieesofia/status/1723047846297940347,Nov-11,1,,?utm_campaign=postshare_creator,436,huh?
@wylieesofia,https://twitter.com/wylieesofia/status/1723008001655644273,Nov-10,6,,,413,i love her
@wylieesofia,https://twitter.com/wylieesofia/status/1723086421248888914,Nov-11,12,,,313,try not to say family challenge failed
@wylieesofia,https://twitter.com/wylieesofia/status/1723005641533374907,Nov-10,14,,,515,she’s so sweet
@wylieesofia,https://twitter.com/wylieesofia/status/1723085301176738055,Nov-11,21,,,283,FAMILYY
@wylieesofia,https://twitter.com/wylieesofia/status/1723005462809899286,Nov-10,29,,,410,JULIAA
@wylieesofia,https://twitter.com/wylieesofia/status/1722967309747159425,Nov-10,17,,,294,i could talk about her face card for decades
@wylieesofia,https://twitter.com/wylieesofia/status/1722966814420804061,Nov-10,1,1,8,637,it’s over for me &
@wylieesofia,https://twitter.com/wylieesofia/status/1722964196332110157,Nov-10,31,,,1K,this is definitely fake but i would love to see him as flynn ryder
@wylieesofia,https://twitter.com/wylieesofia/status/1722961272671445384,Nov-10,2,9,74,1K,real music
@wylieesofia,https://twitter.com/wylieesofia/status/1722928155617268172,Nov-10,26,195,,2.7K,sofia wylie the it girl of the century
@wylieesofia,https://twitter.com/wylieesofia/status/1722901951686312146,Nov-10,1,9,,258,this is gonna be me when sofia posts her photo dump
@wylieesofia,https://twitter.com/wylieesofia/status/1722967309747159425,Nov-10,17,,,294,i could talk about her face card for decades
@wylieesofia,https://twitter.com/wylieesofia/status/1722901951686312146,Nov-10,1,9,,258,this is gonna be me when sofia posts her photo dump
@wylieesofia,https://twitter.com/wylieesofia/status/1722901695477256545,Nov-10,6,81,,954,sofia feeding us with content so real of her
@wylieesofia,https://twitter.com/wylieesofia/status/1722897513374457938,Nov-10,2,9,77,1.2K,have you watched this today?
@wylieesofia,https://twitter.com/wylieesofia/status/1722877912703975921,Nov-10,4,46,,604,they ate. also sofia looks SO BEAUTIFUL LIKE OH MY GODD
@wylieesofia,https://twitter.com/wylieesofia/status/1722877353049698411,Nov-10,14,,,272,"it’s over for me guys, it was nice knowing y’all"
@wylieesofia,https://twitter.com/wylieesofia/status/1722876128312938978,Nov-10,1,1,23,361,HELLOOO
@wylieesofia,https://twitter.com/wylieesofia/status/1722901951686312146,Nov-10,1,9,,258,this is gonna be me when sofia posts her photo dump
@wylieesofia,https://twitter.com/wylieesofia/status/1722897513374457938,Nov-10,2,9,77,1.2K,have you watched this today?
@wylieesofia,https://twitter.com/wylieesofia/status/1722876015100174760,Nov-10,11,,,191,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1722897513374457938,Nov-10,2,9,77,1.2K,have you watched this today?
@wylieesofia,https://twitter.com/wylieesofia/status/1722877912703975921,Nov-10,4,46,,604,they ate. also sofia looks SO BEAUTIFUL LIKE OH MY GODD
@wylieesofia,https://twitter.com/wylieesofia/status/1722876015100174760,Nov-10,11,,,191,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1722769861925908824,Nov-10,7,1,70,1.2K,i’ve had an extremely crappy day and my eyes hurt from all of the crying so i think i’m gonna head to bed goodnight <3
@fruityfina_8907,https://twitter.com/fruityfina_8907/status/1722735259337519413,Nov-10,10,47,144,6.2K,rina week prompt 5 - alternate universe
@wylieesofia,https://twitter.com/wylieesofia/status/1722751237857087759,Nov-10,13,,,691,i will break down crying and i don’t know if i’ll ever stop
@wylieesofia,https://twitter.com/wylieesofia/status/1722737587180225013,Nov-10,1,3,,484,we’re literally the funniest people on earth
@wylieesofia,https://twitter.com/wylieesofia/status/1722876015100174760,Nov-10,11,,,191,GOODMORNING TO ME
@wylieesofia,https://twitter.com/wylieesofia/status/1722732349228486926,Nov-10,3,57,,536,she’s so gorgeous i’m in love
@wylieesofia,https://twitter.com/wylieesofia/status/1722727524612878469,Nov-10,1,5,118,2.5K,if she posts them now it’s over for me guys
@wylieesofia,https://twitter.com/wylieesofia/status/1722727324414517452,Nov-10,4,,,159,MY GIRLSS
@wylieesofia,https://twitter.com/wylieesofia/status/1722726920586936543,Nov-10,6,0:15,,391,she’s so princess <3
@wylieesofia,https://twitter.com/wylieesofia/status/1722726101879759275,Nov-10,1,3,39,761,when sofia posts her photo dumb it’s over for me like i will cry so hard that i can’t breathe
@wylieesofia,https://twitter.com/wylieesofia/status/1722724442348908628,Nov-10,1,20,,258,STOP THEY ATE THIS SO HARD
@wylieesofia,https://twitter.com/wylieesofia/status/1722727524612878469,Nov-10,1,5,118,2.5K,if she posts them now it’s over for me guys
@wylieesofia,https://twitter.com/wylieesofia/status/1722724442348908628,Nov-10,1,20,,258,STOP THEY ATE THIS SO HARD
@wylieesofia,https://twitter.com/wylieesofia/status/1722724318277243088,Nov-10,1,25,183,1.8K,i love hot people
@wylieesofia,https://twitter.com/wylieesofia/status/1722724140057063848,Nov-10,1,13,134,1.6K,SHUT UP HE LOOKS SO GOOD
@wylieesofia,https://twitter.com/wylieesofia/status/1722723891104055443,Nov-10,22,,,242,FAMILYYY
@wylieesofia,https://twitter.com/wylieesofia/status/1722720702321627365,Nov-10,1,3,,433,isha is the most unserious person i know
@wylieesofia,https://twitter.com/wylieesofia/status/1722724442348908628,Nov-10,1,20,,258,STOP THEY ATE THIS SO HARD
@wylieesofia,https://twitter.com/wylieesofia/status/1722717646536257906,Nov-10,23,26,,18K,trust men or be joshua bassett’s best song
@wylieesofia,https://twitter.com/wylieesofia/status/1722717361537724578,Nov-10,20,82,,2.2K,
@wylieesofia,https://twitter.com/wylieesofia/status/1722717038798319896,Nov-10,5,episode out this friday!,,473,AHHH IVE MISSED IVY & LAUREN SO MUCH LIKE U DONT UNDERSTAND. I CANT WAIT FOR THEIR S4 COVER!! THE GIRLS ARE BACKK!!
@wylieesofia,https://twitter.com/wylieesofia/status/1722717361537724578,Nov-10,20,82,,2.2K,
@wylieesofia,https://twitter.com/wylieesofia/status/1722698567490420819,Nov-10,21,,,279,FAMILYYY
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1722693336094347447,Nov-10,42,84,173,11K,: nobody gets me
@wylieesofia,https://twitter.com/wylieesofia/status/1722698144180277444,Nov-10,4,22,263,2.8K,SAYSO
@wylieesofia,https://twitter.com/wylieesofia/status/1722717361537724578,Nov-10,20,82,,2.2K,
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1722693336094347447,Nov-10,42,84,173,11K,: nobody gets me
@wylieesofia,https://twitter.com/wylieesofia/status/1722679398912987231,Nov-09,14,,,316,josh post the bts
@wylieesofia,https://twitter.com/wylieesofia/status/1722677611116015832,Nov-09,4,36,,524,i’m gonna off myself
@wylieesofia,https://twitter.com/wylieesofia/status/1722677389354844396,Nov-09,4,49,,532,i’m still here i never moved on
@wylieesofia,https://twitter.com/wylieesofia/status/1722671561692320038,Nov-09,13,131,,2.9K,this is so them
@wylieesofia,https://twitter.com/wylieesofia/status/1722646934421184668,Nov-09,1,,,288,AHH IM SO UP
@wylieesofia,https://twitter.com/wylieesofia/status/1722572948752433548,Nov-09,1,7,,600,real
@wylieesofia,https://twitter.com/wylieesofia/status/1722572748277363182,Nov-09,6,35,0:31,1.9K,qrt w a character thats literally you !
@wylieesofia,https://twitter.com/wylieesofia/status/1722571497699422438,Nov-09,3,4,,673,"would i date ?

-yes
-no
-no 
-yes
-yes
-yes
-no 
-yes 

put a"
@wylieesofia,https://twitter.com/wylieesofia/status/1722535573196271710,Nov-09,1,16,,352,U GUYS HAVE NO IDEA HOW EXCITED I AM THAT
@wylieesofia,https://twitter.com/wylieesofia/status/1722533933697450214,Nov-09,1,26,,358,GOODMORNING EVERYONE!!
@wylieesofia,https://twitter.com/wylieesofia/status/1722533071809876376,Nov-09,7,28,@wylieesofia,1.4K,omg guys i love her so much
@wylieesofia,https://twitter.com/wylieesofia/status/1722432811833971112,Nov-09,2,2,26,571,"okay, it’s almost 4am and now i’m actually going to sleep goodnight <3"
@wylieesofia,https://twitter.com/wylieesofia/status/1722419684027371568,Nov-09,2,13,,907,i lied. it’s 3am and i’m still awake
@wylieesofia,https://twitter.com/wylieesofia/status/1722418707148795960,Nov-09,5,31,198,4.8K,ej ate this DOWN
@wylieesofia,https://twitter.com/wylieesofia/status/1722414999103000910,Nov-09,14,,,392,YESSS FINALLY!!!
@wylieesofia,https://twitter.com/wylieesofia/status/1722400713391628411,Nov-09,3,1,26,1.5K,goodnight <3
@wylieesofia,https://twitter.com/wylieesofia/status/1722385406233092447,Nov-09,3,24,189,2.4K,they adore each other so much
@wylieesofia,https://twitter.com/wylieesofia/status/1722418707148795960,Nov-09,5,31,198,4.8K,ej ate this DOWN
@wylieesofia,https://twitter.com/wylieesofia/status/1722400713391628411,Nov-09,3,1,26,1.5K,goodnight <3
@rxckysgina,https://twitter.com/rxckysgina/status/1722294810835370006,Nov-08,1,114,645,10K,they were always MY troy and gabriella
@hsmseries,https://twitter.com/hsmseries/status/1722373446439477302,Nov-09,37,336,1.3K,49K,"4 years ago today, High School Musical: The Musical: The Series made its way onto"
@wylieesofia,https://twitter.com/wylieesofia/status/1722373583677046978,Nov-09,1,15,@hsmseries,825,delete this right now
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1722337439530824120,Nov-09,27,52,117,5.2K,: sweater weather
@wylieesofia,https://twitter.com/wylieesofia/status/1722350710958755915,Nov-09,5,,,242,
@wylieesofia,https://twitter.com/wylieesofia/status/1722335772299178045,Nov-09,1,13,94,1.2K,screaming crying throwing up
@wylieesofia,https://twitter.com/wylieesofia/status/1722332438611763593,Nov-09,15,,,300,i’m still here
@wylieesofia,https://twitter.com/wylieesofia/status/1722332323608236046,Nov-09,2,,,154,IM SO READY
@wylieesofia,https://twitter.com/wylieesofia/status/1722330495759831042,Nov-09,1,2,Show more,434,this was so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1722321504933728526,Nov-09,2,SabrinaCarpenter.lnk.to/EPPresave,,214,IM UP IM UP IM UP
@wylieesofia,https://twitter.com/wylieesofia/status/1722320321653387482,Nov-08,1,,,206,MOTHER
@wylieesofia,https://twitter.com/wylieesofia/status/1722307333923950912,Nov-08,5,1,5,1.3K,20
@wylieesofia,https://twitter.com/wylieesofia/status/1722259304793907409,Nov-08,1,23,,1.4K,renee rapp is one fine woman like holy hell
@wylieesofia,https://twitter.com/wylieesofia/status/1722256846566858969,Nov-08,3,,,329,IM SO READY
@wylieesofia,https://twitter.com/wylieesofia/status/1722330495759831042,Nov-09,1,2,Show more,434,this was so cute
@wylieesofia,https://twitter.com/wylieesofia/status/1722259304793907409,Nov-08,1,23,,1.4K,renee rapp is one fine woman like holy hell
@wylieesofia,https://twitter.com/wylieesofia/status/1722202724769677672,Nov-08,1,4,46,789,i can’t do this right now
@wylieesofia,https://twitter.com/wylieesofia/status/1722201372416942267,Nov-08,25,156,,4K,him when?
@wylieesofia,https://twitter.com/wylieesofia/status/1722200146195427608,Nov-08,1,2,29,1.2K,
@wylieesofia,https://twitter.com/wylieesofia/status/1722152710961598853,Nov-08,7,32,,969,"delete, a lot of people asking you to delete, its triggering for so many people, there are people that faint and feel sick, please im begging you to delete it, delete post right now, its forbidden and iIIegal in many countries to post something like that, people are crying"
@kazzlesupremacy,https://twitter.com/kazzlesupremacy/status/1722111873816907815,Nov-08,11,46,128,5.3K,: yellow
@wylieesofia,https://twitter.com/wylieesofia/status/1722202724769677672,Nov-08,1,4,46,789,i can’t do this right now
@wylieesofia,https://twitter.com/wylieesofia/status/1722200146195427608,Nov-08,1,2,29,1.2K,
